0;0;0;0;land;false;unknown;0
1;198;160;158;land;false;plains;1
2;172;245;248;land;false;plains;1
3;234;159;230;land;false;forest;1
4;206;182;133;land;false;plains;1
5;210;134;186;land;false;plains;1
6;65;243;222;land;false;plains;1
7;253;115;194;land;false;plains;1
8;46;248;215;land;false;plains;1
9;251;137;250;land;false;plains;1
10;219;192;141;land;false;plains;1
11;159;206;194;land;false;plains;1
12;227;227;202;land;false;plains;1
13;161;237;218;land;false;plains;1
14;248;214;229;land;false;mountain;1
15;236;193;149;land;false;plains;1
16;242;72;193;land;false;plains;1
17;207;248;129;land;false;plains;1
18;246;241;97;land;false;mountain;1
19;144;159;207;land;false;plains;1
20;234;167;129;land;false;plains;1
21;180;149;205;land;false;plains;1
22;226;173;250;land;false;forest;1
23;189;169;179;land;false;mountain;1
24;152;221;211;land;false;plains;1
25;202;82;222;land;false;plains;1
26;243;219;100;land;false;plains;1
27;138;179;213;land;false;plains;1
28;234;93;251;land;false;plains;1
29;240;248;161;land;false;plains;1
30;101;240;200;land;false;plains;1
31;139;138;231;land;false;plains;1
32;222;224;177;land;false;plains;1
33;133;236;207;land;false;plains;1
34;197;200;161;land;false;urban;1
35;241;51;236;land;false;plains;1
36;244;202;82;land;false;plains;1
37;230;244;143;land;false;plains;1
38;182;243;93;land;false;forest;1
39;235;226;52;land;false;plains;1
40;233;115;202;land;false;plains;1
41;95;242;250;land;false;plains;1
42;84;204;244;land;false;plains;1
43;220;185;104;land;false;plains;1
44;236;210;82;land;false;plains;1
45;223;94;195;land;false;plains;1
46;119;240;208;land;false;hills;1
47;202;51;249;land;false;plains;1
48;240;68;196;land;false;plains;1
49;206;214;234;land;false;plains;1
50;113;247;161;land;false;plains;1
51;186;131;217;land;false;hills;1
52;117;213;179;land;false;plains;1
53;222;118;214;land;false;plains;1
54;228;95;251;land;false;hills;1
55;187;214;238;land;false;plains;1
56;180;202;209;land;false;plains;1
57;229;42;246;land;false;plains;1
58;157;194;253;land;false;plains;1
59;204;245;198;land;false;mountain;1
60;194;141;230;land;true;mountain;1
61;196;209;239;land;false;plains;1
62;135;150;247;land;false;plains;1
63;147;245;155;land;false;plains;1
64;248;36;247;land;false;plains;1
65;161;168;231;land;false;plains;1
66;238;244;66;land;false;plains;1
67;146;208;189;land;false;plains;1
68;213;112;186;land;false;plains;1
69;141;123;240;land;false;plains;1
70;225;148;242;land;true;plains;1
71;204;227;132;land;false;plains;1
72;254;148;185;land;false;plains;1
73;79;223;230;land;false;plains;1
74;169;242;156;land;false;plains;1
75;60;211;244;land;false;plains;1
76;247;220;201;land;false;plains;1
77;251;222;151;land;false;plains;1
78;139;237;242;land;false;plains;1
79;183;233;140;land;false;mountain;1
80;177;202;153;land;false;plains;1
81;220;150;150;land;false;plains;1
82;152;254;133;land;false;mountain;1
83;243;230;118;land;false;plains;1
84;95;238;205;land;false;plains;1
85;225;254;25;land;false;plains;1
86;202;254;207;land;false;mountain;1
87;160;103;243;land;false;plains;1
88;107;217;218;land;false;plains;1
89;176;246;87;land;false;plains;1
90;94;195;236;land;false;plains;1
91;194;223;101;land;false;plains;1
92;152;143;225;land;false;plains;1
93;99;172;240;land;false;forest;1
94;241;248;127;land;false;plains;1
95;234;132;144;land;false;plains;1
96;226;97;215;land;false;plains;1
97;130;202;239;land;false;plains;1
98;252;32;237;land;false;plains;1
99;204;218;123;land;false;plains;1
100;253;186;184;land;false;plains;1
101;241;105;185;land;false;plains;1
102;143;246;253;land;false;hills;1
103;175;235;179;land;false;plains;1
104;98;254;207;land;false;plains;1
105;155;241;193;land;false;plains;1
106;222;174;163;land;false;forest;1
107;224;175;142;land;false;mountain;1
108;218;160;131;land;false;plains;1
109;236;84;194;land;false;plains;1
110;126;243;229;land;false;plains;1
111;228;158;117;land;false;plains;1
112;170;167;232;land;false;plains;1
113;98;203;248;land;false;plains;1
114;168;237;161;land;false;plains;1
115;155;245;148;land;false;plains;1
116;142;128;245;land;false;plains;1
117;191;245;208;land;false;plains;1
118;112;241;221;land;false;plains;1
119;150;131;253;land;false;plains;1
120;187;224;135;land;false;plains;1
121;239;208;203;land;false;plains;1
122;201;181;173;land;false;plains;1
123;98;187;218;land;false;plains;1
124;163;228;144;land;false;plains;1
125;228;239;91;land;false;plains;1
126;242;94;172;land;false;plains;1
127;237;116;225;land;false;plains;1
128;179;228;131;land;false;plains;1
129;111;215;227;land;false;plains;1
130;164;253;253;land;false;forest;1
131;189;193;249;land;false;plains;1
132;227;129;214;land;false;plains;1
133;199;222;132;land;false;plains;1
134;216;129;220;land;false;plains;1
135;151;218;235;land;false;plains;1
136;237;73;245;land;false;plains;1
137;217;203;222;land;false;hills;1
138;216;167;175;land;false;plains;1
139;209;154;210;land;false;plains;1
140;227;219;72;land;false;forest;1
141;113;165;251;land;false;plains;1
142;241;148;197;land;false;plains;1
143;200;114;238;land;false;hills;1
144;158;159;193;land;false;plains;1
145;157;209;150;land;false;plains;1
146;103;184;247;land;false;plains;1
147;242;129;235;land;false;plains;1
148;145;249;171;land;false;plains;1
149;89;236;196;land;false;plains;1
150;159;189;181;land;false;plains;1
151;184;204;241;land;false;hills;1
152;242;179;228;land;false;forest;1
153;228;209;169;land;false;plains;1
154;241;90;220;land;false;plains;1
155;222;242;183;land;false;plains;1
156;233;247;65;land;false;plains;1
157;178;160;242;land;false;plains;1
158;197;158;189;land;false;plains;1
159;137;230;200;land;false;plains;1
160;172;237;233;land;false;forest;1
161;105;201;207;land;false;plains;1
162;158;184;172;land;false;plains;1
163;128;231;228;land;false;urban;1
164;254;129;162;land;false;plains;1
165;224;198;124;land;false;plains;1
166;179;196;195;land;false;hills;1
167;212;192;107;land;false;plains;1
168;213;161;175;land;false;plains;1
